hyperparameter_set,average_roc_auc,model_path,timestamp
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.5541262017109388,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131629
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.5043865355434658,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131635
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.4809290335262942,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131641
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.5280382176988662,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131648
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.46330025850581774,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131700
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.45746863313738845,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131706
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.4982477108011725,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131714
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.48944348294787127,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131720
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.4934117432168906,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131727
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.45013590863554614,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131734
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5121128151671464,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131740
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5581464366811392,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131747
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.6061994250475242,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131753
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5678435806944541,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131800
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5546203670442471,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131806
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5542907618036855,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131812
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 30, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 42}",0.5494648041042345,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131818
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4797102330954547,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131829
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4619742192575543,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131836
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4714973600963125,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131842
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.47900166954575585,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131849
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4853600558605261,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131855
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.449371545369844,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131902
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5093940732983799,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131909
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5023361417879,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131915
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4877789349875964,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131922
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5503848232647566,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131929
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5431040811551404,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131935
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.48782733619551477,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131941
"{'learning_rate': 0.1, 'num_leaves': 150, 'max_depth': -1, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5362410727477908,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131947
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.4605351501558128,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131958
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.46443076436901476,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132005
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.44515719734040954,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132011
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.4695036681944263,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132018
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.47740120629744165,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132024
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5186442018384378,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132030
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.4705108388805604,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132036
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.49578350471629856,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132042
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.46029098561293846,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132048
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5533540874840301,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132054
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5512744822911284,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132100
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.49202392351047564,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132107
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5786741277167314,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132112
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4986675150403258,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132123
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.49317071995643647,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132130
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.45602677203764796,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132136
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4736431336861995,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132142
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4707283253387732,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132148
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4824068270430978,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132154
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4781300744046349,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132201
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.541787061321745,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132206
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.47792330545756057,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132212
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.5289991481361795,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132218
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.5105371213633768,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132224
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.4812300460115792,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132230
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 100}",0.5259612372699259,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132236
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.48490953382338553,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132248
